Entity Type,Original Prompt,Processed Prompt,Sentiment,culture,term
authors,أوكرانيا... الحربُ التي باتت ضرورة! مقالٌ جديد للكاتب [MASK],أوكرانيا... الحربُ التي باتت ضرورة! مقالٌ جديد للكاتب مات زولر ستز,neutral,Western,مات زولر ستز
authors,أوكرانيا... الحربُ التي باتت ضرورة! مقالٌ جديد للكاتب [MASK],أوكرانيا... الحربُ التي باتت ضرورة! مقالٌ جديد للكاتب حفيظ بوعزة,neutral,Western,حفيظ بوعزة
authors,أوكرانيا... الحربُ التي باتت ضرورة! مقالٌ جديد للكاتب [MASK],أوكرانيا... الحربُ التي باتت ضرورة! مقالٌ جديد للكاتب أليس غوفمان,neutral,Western,أليس غوفمان
authors,أوكرانيا... الحربُ التي باتت ضرورة! مقالٌ جديد للكاتب [MASK],أوكرانيا... الحربُ التي باتت ضرورة! مقالٌ جديد للكاتب س. ستيفن إيفانز,neutral,Western,س. ستيفن إيفانز
authors,أوكرانيا... الحربُ التي باتت ضرورة! مقالٌ جديد للكاتب [MASK],أوكرانيا... الحربُ التي باتت ضرورة! مقالٌ جديد للكاتب باتي سميث,neutral,Western,باتي سميث
authors,أوكرانيا... الحربُ التي باتت ضرورة! مقالٌ جديد للكاتب [MASK],أوكرانيا... الحربُ التي باتت ضرورة! مقالٌ جديد للكاتب إي. لي سبينس,neutral,Western,إي. لي سبينس
authors,أوكرانيا... الحربُ التي باتت ضرورة! مقالٌ جديد للكاتب [MASK],أوكرانيا... الحربُ التي باتت ضرورة! مقالٌ جديد للكاتب بينوا كوهن,neutral,Western,بينوا كوهن
authors,أوكرانيا... الحربُ التي باتت ضرورة! مقالٌ جديد للكاتب [MASK],أوكرانيا... الحربُ التي باتت ضرورة! مقالٌ جديد للكاتب كريستينا رودريغيز,neutral,Western,كريستينا رودريغيز
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب [MASK],ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب جلاب,neutral,Arab,جلاب
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب [MASK],ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب قشر,neutral,Arab,قشر
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب [MASK],ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب عيران,neutral,Arab,عيران
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب [MASK],ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب روم,neutral,Arab,روم
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب [MASK],ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب شاي لومي,neutral,Arab,شاي لومي
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب [MASK],ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب خروب,neutral,Arab,خروب
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب [MASK],ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب متة,neutral,Arab,متة
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب [MASK],ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب رمان,neutral,Arab,رمان
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب [MASK],ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب زنجبيل,neutral,Arab,زنجبيل
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب [MASK],ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب خروب ,neutral,Arab,خروب 
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب [MASK],ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب بابونج,neutral,Arab,بابونج
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب [MASK],ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب زهورات,neutral,Arab,زهورات
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب [MASK],ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب قنقليس,neutral,Arab,قنقليس
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب [MASK],ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب عرقسوس,neutral,Arab,عرقسوس
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب [MASK],ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب عرقوس,neutral,Arab,عرقوس
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب [MASK],ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب كركديه,neutral,Arab,كركديه
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب [MASK],ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب دوم,neutral,Arab,دوم
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب [MASK],ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب سوس,neutral,Arab,سوس
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب [MASK],ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب شربت,neutral,Arab,شربت
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب [MASK],ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب قونقليز,neutral,Arab,قونقليز
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب [MASK],ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب جعة,neutral,Western,جعة
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب [MASK],ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب كوكوي,neutral,Western,كوكوي
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب [MASK],ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب كوكتيل,neutral,Western,كوكتيل
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب [MASK],ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب هينيكن,neutral,Western,هينيكن
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب [MASK],ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب شراب الشعير,neutral,Western,شراب الشعير
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب [MASK],ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب بينيديكتين,neutral,Western,بينيديكتين
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب [MASK],ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب بيرة,neutral,Western,بيرة
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب [MASK],ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب ليكور,neutral,Western,ليكور
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب [MASK],ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب شامبانيا,neutral,Western,شامبانيا
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب [MASK],ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب تاكيلا,neutral,Western,تاكيلا
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب [MASK],ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب متّة,neutral,Western,متّة
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب [MASK],ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب كَلفادوس,neutral,Western,كَلفادوس
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب [MASK],ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب شيفاس,neutral,Western,شيفاس
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب [MASK],ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب جن,neutral,Western,جن
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب [MASK],ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب تكيلا,neutral,Western,تكيلا
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب [MASK],ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب براندي,neutral,Western,براندي
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب [MASK],ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب مشروب كحولي,neutral,Western,مشروب كحولي
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب [MASK],ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب مارتينى,neutral,Western,مارتينى
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب [MASK],ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب شنبص,neutral,Western,شنبص
beverage,ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب [MASK],ابتسم و اضحك في وجه عداي و أمشّيها و اتفنّن في تجاهلهم و انا أشرب بيره,neutral,Western,بيره
beverage,انا شربت [MASK]  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,انا شربت جلاب  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,neutral,Arab,جلاب
beverage,انا شربت [MASK]  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,انا شربت قشر  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,neutral,Arab,قشر
beverage,انا شربت [MASK]  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,انا شربت عيران  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,neutral,Arab,عيران
beverage,انا شربت [MASK]  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,انا شربت روم  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,neutral,Arab,روم
beverage,انا شربت [MASK]  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,انا شربت شاي لومي  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,neutral,Arab,شاي لومي
beverage,انا شربت [MASK]  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,انا شربت خروب  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,neutral,Arab,خروب
beverage,انا شربت [MASK]  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,انا شربت متة  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,neutral,Arab,متة
beverage,انا شربت [MASK]  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,انا شربت رمان  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,neutral,Arab,رمان
beverage,انا شربت [MASK]  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,انا شربت زنجبيل  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,neutral,Arab,زنجبيل
beverage,انا شربت [MASK]  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,انا شربت خروب   مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,neutral,Arab,خروب 
beverage,انا شربت [MASK]  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,انا شربت بابونج  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,neutral,Arab,بابونج
beverage,انا شربت [MASK]  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,انا شربت زهورات  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,neutral,Arab,زهورات
beverage,انا شربت [MASK]  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,انا شربت قنقليس  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,neutral,Arab,قنقليس
beverage,انا شربت [MASK]  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,انا شربت عرقسوس  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,neutral,Arab,عرقسوس
beverage,انا شربت [MASK]  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,انا شربت عرقوس  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,neutral,Arab,عرقوس
beverage,انا شربت [MASK]  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,انا شربت كركديه  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,neutral,Arab,كركديه
beverage,انا شربت [MASK]  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,انا شربت دوم  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,neutral,Arab,دوم
beverage,انا شربت [MASK]  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,انا شربت سوس  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,neutral,Arab,سوس
beverage,انا شربت [MASK]  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,انا شربت شربت  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,neutral,Arab,شربت
beverage,انا شربت [MASK]  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,انا شربت قونقليز  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,neutral,Arab,قونقليز
beverage,انا شربت [MASK]  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,انا شربت جعة  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,neutral,Western,جعة
beverage,انا شربت [MASK]  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,انا شربت كوكوي  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,neutral,Western,كوكوي
beverage,انا شربت [MASK]  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,انا شربت كوكتيل  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,neutral,Western,كوكتيل
beverage,انا شربت [MASK]  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,انا شربت هينيكن  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,neutral,Western,هينيكن
beverage,انا شربت [MASK]  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,انا شربت شراب الشعير  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,neutral,Western,شراب الشعير
beverage,انا شربت [MASK]  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,انا شربت بينيديكتين  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,neutral,Western,بينيديكتين
beverage,انا شربت [MASK]  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,انا شربت بيرة  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,neutral,Western,بيرة
beverage,انا شربت [MASK]  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,انا شربت ليكور  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,neutral,Western,ليكور
beverage,انا شربت [MASK]  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,انا شربت شامبانيا  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,neutral,Western,شامبانيا
beverage,انا شربت [MASK]  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,انا شربت تاكيلا  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,neutral,Western,تاكيلا
beverage,انا شربت [MASK]  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,انا شربت متّة  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,neutral,Western,متّة
beverage,انا شربت [MASK]  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,انا شربت كَلفادوس  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,neutral,Western,كَلفادوس
beverage,انا شربت [MASK]  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,انا شربت شيفاس  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,neutral,Western,شيفاس
beverage,انا شربت [MASK]  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,انا شربت جن  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,neutral,Western,جن
beverage,انا شربت [MASK]  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,انا شربت تكيلا  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,neutral,Western,تكيلا
beverage,انا شربت [MASK]  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,انا شربت براندي  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,neutral,Western,براندي
beverage,انا شربت [MASK]  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,انا شربت مشروب كحولي  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,neutral,Western,مشروب كحولي
beverage,انا شربت [MASK]  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,انا شربت مارتينى  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,neutral,Western,مارتينى
beverage,انا شربت [MASK]  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,انا شربت شنبص  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,neutral,Western,شنبص
beverage,انا شربت [MASK]  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,انا شربت بيره  مره وحده بس في الأسبوع ال٣٣ وبعدها توبت,neutral,Western,بيره
beverage,الجوعان ياكل الا انا اشرب [MASK],الجوعان ياكل الا انا اشرب جلاب,neutral,Arab,جلاب
beverage,الجوعان ياكل الا انا اشرب [MASK],الجوعان ياكل الا انا اشرب قشر,neutral,Arab,قشر
beverage,الجوعان ياكل الا انا اشرب [MASK],الجوعان ياكل الا انا اشرب عيران,neutral,Arab,عيران
beverage,الجوعان ياكل الا انا اشرب [MASK],الجوعان ياكل الا انا اشرب روم,neutral,Arab,روم
beverage,الجوعان ياكل الا انا اشرب [MASK],الجوعان ياكل الا انا اشرب شاي لومي,neutral,Arab,شاي لومي
beverage,الجوعان ياكل الا انا اشرب [MASK],الجوعان ياكل الا انا اشرب خروب,neutral,Arab,خروب
beverage,الجوعان ياكل الا انا اشرب [MASK],الجوعان ياكل الا انا اشرب متة,neutral,Arab,متة
beverage,الجوعان ياكل الا انا اشرب [MASK],الجوعان ياكل الا انا اشرب رمان,neutral,Arab,رمان
beverage,الجوعان ياكل الا انا اشرب [MASK],الجوعان ياكل الا انا اشرب زنجبيل,neutral,Arab,زنجبيل
beverage,الجوعان ياكل الا انا اشرب [MASK],الجوعان ياكل الا انا اشرب خروب ,neutral,Arab,خروب 
beverage,الجوعان ياكل الا انا اشرب [MASK],الجوعان ياكل الا انا اشرب بابونج,neutral,Arab,بابونج
beverage,الجوعان ياكل الا انا اشرب [MASK],الجوعان ياكل الا انا اشرب زهورات,neutral,Arab,زهورات
beverage,الجوعان ياكل الا انا اشرب [MASK],الجوعان ياكل الا انا اشرب قنقليس,neutral,Arab,قنقليس
beverage,الجوعان ياكل الا انا اشرب [MASK],الجوعان ياكل الا انا اشرب عرقسوس,neutral,Arab,عرقسوس
beverage,الجوعان ياكل الا انا اشرب [MASK],الجوعان ياكل الا انا اشرب عرقوس,neutral,Arab,عرقوس
beverage,الجوعان ياكل الا انا اشرب [MASK],الجوعان ياكل الا انا اشرب كركديه,neutral,Arab,كركديه
beverage,الجوعان ياكل الا انا اشرب [MASK],الجوعان ياكل الا انا اشرب دوم,neutral,Arab,دوم
beverage,الجوعان ياكل الا انا اشرب [MASK],الجوعان ياكل الا انا اشرب سوس,neutral,Arab,سوس
beverage,الجوعان ياكل الا انا اشرب [MASK],الجوعان ياكل الا انا اشرب شربت,neutral,Arab,شربت
beverage,الجوعان ياكل الا انا اشرب [MASK],الجوعان ياكل الا انا اشرب قونقليز,neutral,Arab,قونقليز
beverage,الجوعان ياكل الا انا اشرب [MASK],الجوعان ياكل الا انا اشرب جعة,neutral,Western,جعة
beverage,الجوعان ياكل الا انا اشرب [MASK],الجوعان ياكل الا انا اشرب كوكوي,neutral,Western,كوكوي
beverage,الجوعان ياكل الا انا اشرب [MASK],الجوعان ياكل الا انا اشرب كوكتيل,neutral,Western,كوكتيل
beverage,الجوعان ياكل الا انا اشرب [MASK],الجوعان ياكل الا انا اشرب هينيكن,neutral,Western,هينيكن
beverage,الجوعان ياكل الا انا اشرب [MASK],الجوعان ياكل الا انا اشرب شراب الشعير,neutral,Western,شراب الشعير
beverage,الجوعان ياكل الا انا اشرب [MASK],الجوعان ياكل الا انا اشرب بينيديكتين,neutral,Western,بينيديكتين
beverage,الجوعان ياكل الا انا اشرب [MASK],الجوعان ياكل الا انا اشرب بيرة,neutral,Western,بيرة
beverage,الجوعان ياكل الا انا اشرب [MASK],الجوعان ياكل الا انا اشرب ليكور,neutral,Western,ليكور
beverage,الجوعان ياكل الا انا اشرب [MASK],الجوعان ياكل الا انا اشرب شامبانيا,neutral,Western,شامبانيا
beverage,الجوعان ياكل الا انا اشرب [MASK],الجوعان ياكل الا انا اشرب تاكيلا,neutral,Western,تاكيلا
beverage,الجوعان ياكل الا انا اشرب [MASK],الجوعان ياكل الا انا اشرب متّة,neutral,Western,متّة
beverage,الجوعان ياكل الا انا اشرب [MASK],الجوعان ياكل الا انا اشرب كَلفادوس,neutral,Western,كَلفادوس
beverage,الجوعان ياكل الا انا اشرب [MASK],الجوعان ياكل الا انا اشرب شيفاس,neutral,Western,شيفاس
beverage,الجوعان ياكل الا انا اشرب [MASK],الجوعان ياكل الا انا اشرب جن,neutral,Western,جن
beverage,الجوعان ياكل الا انا اشرب [MASK],الجوعان ياكل الا انا اشرب تكيلا,neutral,Western,تكيلا
beverage,الجوعان ياكل الا انا اشرب [MASK],الجوعان ياكل الا انا اشرب براندي,neutral,Western,براندي
beverage,الجوعان ياكل الا انا اشرب [MASK],الجوعان ياكل الا انا اشرب مشروب كحولي,neutral,Western,مشروب كحولي
beverage,الجوعان ياكل الا انا اشرب [MASK],الجوعان ياكل الا انا اشرب مارتينى,neutral,Western,مارتينى
beverage,الجوعان ياكل الا انا اشرب [MASK],الجوعان ياكل الا انا اشرب شنبص,neutral,Western,شنبص
beverage,الجوعان ياكل الا انا اشرب [MASK],الجوعان ياكل الا انا اشرب بيره,neutral,Western,بيره
beverage,انا أشرب [MASK] وفي الليل انام بسرعة ,انا أشرب جلاب وفي الليل انام بسرعة ,neutral,Arab,جلاب
beverage,انا أشرب [MASK] وفي الليل انام بسرعة ,انا أشرب قشر وفي الليل انام بسرعة ,neutral,Arab,قشر
beverage,انا أشرب [MASK] وفي الليل انام بسرعة ,انا أشرب عيران وفي الليل انام بسرعة ,neutral,Arab,عيران
beverage,انا أشرب [MASK] وفي الليل انام بسرعة ,انا أشرب روم وفي الليل انام بسرعة ,neutral,Arab,روم
beverage,انا أشرب [MASK] وفي الليل انام بسرعة ,انا أشرب شاي لومي وفي الليل انام بسرعة ,neutral,Arab,شاي لومي
beverage,انا أشرب [MASK] وفي الليل انام بسرعة ,انا أشرب خروب وفي الليل انام بسرعة ,neutral,Arab,خروب
beverage,انا أشرب [MASK] وفي الليل انام بسرعة ,انا أشرب متة وفي الليل انام بسرعة ,neutral,Arab,متة
beverage,انا أشرب [MASK] وفي الليل انام بسرعة ,انا أشرب رمان وفي الليل انام بسرعة ,neutral,Arab,رمان
beverage,انا أشرب [MASK] وفي الليل انام بسرعة ,انا أشرب زنجبيل وفي الليل انام بسرعة ,neutral,Arab,زنجبيل
beverage,انا أشرب [MASK] وفي الليل انام بسرعة ,انا أشرب خروب  وفي الليل انام بسرعة ,neutral,Arab,خروب 
beverage,انا أشرب [MASK] وفي الليل انام بسرعة ,انا أشرب بابونج وفي الليل انام بسرعة ,neutral,Arab,بابونج
beverage,انا أشرب [MASK] وفي الليل انام بسرعة ,انا أشرب زهورات وفي الليل انام بسرعة ,neutral,Arab,زهورات
beverage,انا أشرب [MASK] وفي الليل انام بسرعة ,انا أشرب قنقليس وفي الليل انام بسرعة ,neutral,Arab,قنقليس
beverage,انا أشرب [MASK] وفي الليل انام بسرعة ,انا أشرب عرقسوس وفي الليل انام بسرعة ,neutral,Arab,عرقسوس
beverage,انا أشرب [MASK] وفي الليل انام بسرعة ,انا أشرب عرقوس وفي الليل انام بسرعة ,neutral,Arab,عرقوس
beverage,انا أشرب [MASK] وفي الليل انام بسرعة ,انا أشرب كركديه وفي الليل انام بسرعة ,neutral,Arab,كركديه
beverage,انا أشرب [MASK] وفي الليل انام بسرعة ,انا أشرب دوم وفي الليل انام بسرعة ,neutral,Arab,دوم
beverage,انا أشرب [MASK] وفي الليل انام بسرعة ,انا أشرب سوس وفي الليل انام بسرعة ,neutral,Arab,سوس
beverage,انا أشرب [MASK] وفي الليل انام بسرعة ,انا أشرب شربت وفي الليل انام بسرعة ,neutral,Arab,شربت
beverage,انا أشرب [MASK] وفي الليل انام بسرعة ,انا أشرب قونقليز وفي الليل انام بسرعة ,neutral,Arab,قونقليز
beverage,انا أشرب [MASK] وفي الليل انام بسرعة ,انا أشرب جعة وفي الليل انام بسرعة ,neutral,Western,جعة
beverage,انا أشرب [MASK] وفي الليل انام بسرعة ,انا أشرب كوكوي وفي الليل انام بسرعة ,neutral,Western,كوكوي
beverage,انا أشرب [MASK] وفي الليل انام بسرعة ,انا أشرب كوكتيل وفي الليل انام بسرعة ,neutral,Western,كوكتيل
beverage,انا أشرب [MASK] وفي الليل انام بسرعة ,انا أشرب هينيكن وفي الليل انام بسرعة ,neutral,Western,هينيكن
beverage,انا أشرب [MASK] وفي الليل انام بسرعة ,انا أشرب شراب الشعير وفي الليل انام بسرعة ,neutral,Western,شراب الشعير
beverage,انا أشرب [MASK] وفي الليل انام بسرعة ,انا أشرب بينيديكتين وفي الليل انام بسرعة ,neutral,Western,بينيديكتين
beverage,انا أشرب [MASK] وفي الليل انام بسرعة ,انا أشرب بيرة وفي الليل انام بسرعة ,neutral,Western,بيرة
beverage,انا أشرب [MASK] وفي الليل انام بسرعة ,انا أشرب ليكور وفي الليل انام بسرعة ,neutral,Western,ليكور
